hospital_name,hospital_number,hospital_addr,latitude,longitude
24시다나을동물병원 미사점,031-8027-0975,"경기 하남시 미사강변동로 100-1 2층
(지번) 망월동 1125",37.5639612578823,127.193600096193
24시큰사랑동물병원,031-8011-3690,"경기 이천시 중리천로 135 미래캐슬 2동 1층
(지번) 중리동 468-24",37.2753160582999,127.449676381445
24시포인트동물의료센터,032-882-8275,"인천 미추홀구 낙섬중로 78
(지번) 용현동 577-42",37.4545137092098,126.639997229191
굿모닝24시동물병원,041-576-7552,"충남 천안시 서북구 쌍용대로 43
(지번) 쌍용1동 1177",36.8013276222839,127.131332134701
청주24시 동물병원,043-267-4119,"충북 청주시 서원구 사직대로 256
(지번) 사직동 597-35",36.6352538057503,127.475885298279
24시동물병원,,"충북 제천시 의림대로 155-2
(지번) 의림동 8-10",37.1415504591843,128.212180170692
24시청주아이동물병원,043-214-9975,"충북 청주시 청원구 충청대로 103
(지번) 율량동 1070",36.6658686964147,127.493092176959
마크로24시동물병원,042-486-3375,"대전 서구 한밭대로570번길 8
(지번) 월평동 429",36.3579844989875,127.361815512195
대전24시 센트럴동물병원,042-719-7779,"대전 중구 계룡로 789 1층
(지번) 용두동 119-6",36.3290350813011,127.405028375283
군산24시제일동물병원,063-461-5079,"전북 군산시 진포로 73
(지번) 미장동 495-6",35.9662352297428,126.729555743985
24시보듬동물병원,033-655-7975,"강원특별자치도 강릉시 경강로 2070
(지번) 임당동 134-6",37.7532319828984,128.894047599961
24시블루밍동물병원,062-416-7975,"광주 북구 대자로 36 MVG빌딩 3층 304~306호
(지번) 운암동 439-1",,
대구24시동물병원,053-352-8277,"대구 북구 침산남로 61
(지번) 노원동1가 1-8",35.8898414574762,128.582499013389
24시언제나동물병원,062-571-0011,"광주 북구 하백로 5
(지번) 매곡동 370-6",35.1881279667537,126.890533314324
24시프라임동물병원,053-631-9966,"대구 달서구 비슬로 2746
(지번) 대곡동 964",35.8103058449017,128.515297978964
24시퍼스트동물의료센터,032-435-6333,"인천 미추홀구 경원대로 890 1층 101호
(지번) 주안동 929-16",37.4621594948106,126.690237478499
이스턴24시동물병원,053-964-0750,"대구 동구 반야월로 140
(지번) 신기동 179-5",35.8727522292894,128.703773111419
24시송도오케이동물의료센터,032-832-7975,"인천 연수구 랜드마크로 68 랜드마크시티센트럴더샵 203동 2층 261~265호
(지번) 송도동 311-1",37.4151172407027,126.618222141856
24시팔용필동물병원,055-255-1275,"경남 창원시 의창구 평산로 102 1층
(지번) 팔용동 42-36",35.2521584972471,128.619969496138
인천24시스카이동물메디컬센터,032-715-7959,"인천 남동구 남동대로799번길 8 구월지웰시티푸르지오 오피스텔 C동 3층 301호
(지번) 구월동 1608",37.4540592308719,126.707707049124
24시동물병원,064-702-2475,"제주특별자치도 제주시 연삼로 353
(지번) 도남동 81-7",33.4927179427144,126.530032767258
24시중리행복한동물병원,055-231-7555,"경남 창원시 마산회원구 내서읍 호원로 191
(지번) 내서읍 중리 385-3",35.2506033630443,128.521160022794
닥터강 동물병원,052-246-3123,"울산 중구 화진길 13-2 1층
(지번) 태화동 37-7",35.5548477650211,129.308606534978
24시송도힐동물메디컬센터,032-834-7275,"인천 연수구 컨벤시아대로 55 송도이안상가 106~108호
(지번) 송도동 2-3",37.396611332624,126.651896915729
24시송도온동물의료센터,,"인천 연수구 인천타워대로180번길 11 더샵송도센트럴파크3차 상가 B동 2층 213호
(지번) 송도동 92",37.3896206863296,126.638324048343
24시부평종합동물의료센터,032-511-6836,"인천 부평구 부평대로 138 신일유스테이션 2층
(지번) 부평동 431-12",37.5037814356879,126.722000101539
24시쪼꼬동물메디컬센터,032-565-2943,"인천 서구 청중로478번안길 4 2층
(지번) 가정동 606-2",37.5293392677031,126.665010223225
청라공감동물병원,032-563-0094,"인천 서구 중봉대로586번길 22 청라 풍림엑슬루타워 B동 128~131호
(지번) 청라동 164-1",,
24시 웰니스동물의료센터,032-201-7575,"경기 부천시 부흥로303번길 62 그린프라자 2층
(지번) 중동 1128",37.4973422895603,126.775962395611
24시해든동물메디컬센터,032-715-7579,"경기 부천시 신흥로 190 위브더스테이트 1단지 상가 2층 213-216호
(지번) 중동 1106",37.501269771119,126.777250532846
24시 스마트 동물의료센터,031-432-1224,"경기 시흥시 배곧3로 86 센터프라자2 2층 207,208호
(지번) 정왕동 2513-1",37.3702602467607,126.729386419289
24시이지동물의료센터,032-348-7975,"경기 부천시 부일로 712 조양시티프라자 202호
(지번) 역곡동 49-5",37.4848340360137,126.808916367987
24시우리들동물메디컬센터,02-2642-7588,"서울 양천구 신월로 355 더넥스트목동 1,2층
(지번) 신정동 982-4",37.5222524777183,126.860486211722
24시월드펫동물메디컬센터,02-2698-7582,"서울 양천구 신월로 208
(지번) 신월동 602-1",37.5205321267476,126.845381040256
24시i동물메디컬센터,032-677-5262,"경기 부천시 소사로 779
(지번) 원종동 229-8",37.5256741895351,126.804556931071
24시센트럴동물의료센터,031-432-2475,"경기 시흥시 정왕대로 174 광개토빌딩 110,203호
(지번) 정왕동 1726-1",37.348135879561,126.733487876704
24시온누리동물메디컬센터,031-487-7500,"경기 안산시 단원구 광덕대로 251 1층
(지번) 고잔동 525-1",37.3191577693019,126.829878262381
24시지구촌동물메디컬센터,02-869-7582,"서울 구로구 구로중앙로31길 30 유성빌딩
(지번) 구로동 505-17",37.4987890555686,126.884785609145
24시아프리카동물메디컬센터,02-3663-7975,"서울 강서구 공항대로 335 경왕빌딩
(지번) 등촌동 664-1",37.5582028449804,126.844922731223
김포메디엘동물병원,031-985-7075,"경기 김포시 김포한강4로 521 한강메디플라자 201호
(지번) 구래동 6880-5",37.6458415942381,126.626107284832
화이트동물병원,032-561-7582,"인천 서구 서곶로 866
(지번) 마전동 1056-6",37.5942376080932,126.674679596778
세인트동물병원,02-2695-0072,"서울 강서구 강서로 36 1층
(지번) 화곡동 342-57",37.5311785461535,126.847395750062
24시 강서젠틀리동물의료센터,02-2662-8111,"서울 강서구 마곡중앙1로 72 엠타워 101호
(지번) 마곡동 730-328",37.5590400107717,126.820063226063
금천24시K동물의료센터,02-808-2475,"서울 금천구 시흥대로 251 도일산호시티빌 1층 105호
(지번) 시흥동 999-1",37.4560972360351,126.899570399225
김포24시힐동물의료센터,031-987-7585,"경기 김포시 김포한강2로 11 수정마을쌍용예가아파트 113동 상가 1,2층
(지번) 장기동 2004-4",37.6426142717573,126.679295878891
24시위드유동물의료센터,031-318-4975,"경기 시흥시 은계번영길 1 2층
(지번) 은행동 646",37.436560703562,126.801608573148
24시 신도림S동물의료센터,02-6949-3575,"서울 구로구 경인로 619-3 상가 201호
(지번) 신도림동 435-10",37.506883854568,126.884036662859
24시일산우리동물의료센터,031-913-5550,"경기 고양시 일산서구 중앙로 1455 대우시티프라자 1층
(지번) 주엽동 115",37.6709074126858,126.758530310982
24시 스마트동물메디컬센터,02-387-7582,"서울 은평구 은평로 93 1층
(지번) 응암동 91-5",37.5997853553252,126.91812679692
신풍동물병원,02-835-7572,"서울 영등포구 신길로 70
(지번) 신길동 3611",37.4986839232013,126.908603600002
24시일산나음동물의료센터,0507-1492-7975,"경기 고양시 일산동구 백마로 223 현대에뜨레보 1층 103-1호
(지번) 장항동 852",37.6550444449532,126.774477663118
24시굿케어동물의료센터,02-6956-2475,"서울 관악구 남부순환로 1861 1층 103호
(지번) 봉천동 1673-21",37.4800000872565,126.9568669074
다온동물병원,031-689-5975,"경기 안양시 동안구 평촌대로 124 범계빌딩 1층
(지번) 평촌동 922-1",37.3834954313438,126.960677101541
24시라인동물의료센터,02-381-2475,"경기 고양시 덕양구 동송로 70 힐스테이트삼송역 상가2층 227-231호
(지번) 삼송동 291",37.6526798112838,126.896113096163
흑석동물병원,02-822-0275,"서울 동작구 현충로 92
(지번) 흑석동 6-5",37.5080695679949,126.964011462211
24시치유동물의료센터,02-6964-8276,"서울 은평구 은평로 213 동원빌딩 1층
(지번) 녹번동 215",37.6014356230654,126.931437038262
스마트동물병원 신사본점,02-549-0275,"서울 강남구 도산대로 213 신동화빌딩
(지번) 신사동 587-13",37.5206964704043,127.029989242113
수원24시바른동물의료센터,031-291-2475,"경기 수원시 권선구 금곡로 213 딜라이트타워 2층
(지번) 금곡동 1114",37.2748512929492,126.953643839836
OK동물병원,02-569-7582,"서울 강남구 도곡로51길 4 1층
(지번) 역삼동 766-20",37.4955617388735,127.049817438642
24시SNC동물메디컬센터,02-562-7582,"서울 강남구 논현로 416 운기빌딩 1층
(지번) 역삼동 727-8",37.4974084039599,127.038877962715
24시샤인동물메디컬센터,02-2088-7775,"서울 송파구 오금로 147 JS빌딩
(지번) 방이동 108-7",37.5108296264117,127.111562496081
24시SD동물의료센터,02-2039-0303,"서울 중구 왕십리로 407 신당파인힐하나유보라아파트 상가 2층 3~5호
(지번) 신당동 855",37.5647799977176,127.024709957671
24시당신의동물의료센터,031-268-6575,"경기 수원시 장안구 천천로 100 시네마타워 1층 104, 202호
(지번) 천천동 516",37.3006250251059,126.983997634093
24시 루시드동물메디컬센터,02-941-7900,"서울 강북구 월계로 3 덕신빌디 4층
(지번) 미아동 42-11",37.6095899217498,127.030682798873
24시더힐동물센터,,"서울 용산구 독서당로 81-1
(지번) 한남동 29-7",37.5346253251391,127.009564675619
봉담우리애동물병원,031-293-0075,"경기 화성시 봉담읍 동화새터길 5
(지번) 봉담읍 동화리 420-1",37.22335501155,126.952796959228
24시타임즈동물의료센터,031-232-3500,"경기 수원시 팔달구 경수대로 486 1~3층 타임즈동물의료센터
(지번) 인계동 950-6",,
24시더케어동물의료센터,031-516-8585,"경기 구리시 경춘로 294 대신타워 1~3층
(지번) 수택동 561-2",37.6033297383997,127.147315718323
권앤정 24시 수원동물메디컬 센터,031-202-0119,"경기 수원시 영통구 덕영대로 1509
(지번) 영통동 979-4",37.2461416391552,127.055957055349
페토피아동물병원,02-414-0075,"서울 송파구 오금로 203
(지번) 방이동 124-8",37.5081421732658,127.116628512841
푸른동물종합병원,02-963-7582,"서울 동대문구 홍릉로 48-1
(지번) 청량리동 359",37.5845915573543,127.044064123211
24시사람앤동물메디컬센터,031-262-0306,"경기 용인시 수지구 수지로 124 성북스퀘어 2층 201~208호
(지번) 성복동 67-6",,
24시 스탠다드동물의료센터,02-448-6400,"서울 송파구 위례송파로 77 우성어반타워 3층 303~307호
(지번) 거여동 605-4",37.4854429227354,127.142453020964
용인죽전24시스카이동물메디컬센터,031-546-5975,"경기 용인시 수지구 용구대로 2748
(지번) 죽전동 899-8",37.3308648746926,127.10930699525
24시위드힐동물메디컬센터,031-523-3256,"경기 남양주시 두물로11번길 42 2층
(지번) 별내동 931",37.6582306577176,127.125068260334
24시블레스동물메디컬센터,031-546-0942,"경기 용인시 기흥구 동백3로11번길 9 동백시티빌 2층 201호
(지번) 중동 851-2",37.2696818069839,127.152921396203
의정부24시 해든동물의료센터,031-851-7007,"경기 의정부시 천보로 68 2층 201호
(지번) 민락동 805",37.7454800904896,127.094118959703
24시쓰담쓰담동물메디컬센터,031-548-4480,"경기 용인시 기흥구 중부대로 364 2동 2층
(지번) 신갈동 69-8",37.2712521129691,127.107474989508
분당24시동물의료센터,031-605-5119,"경기 성남시 분당구 야탑로 24 분당빌딩 101호
(지번) 야탑동 537-2",37.4085706382227,127.12161476498
24시하랑동물의료센터,031-522-6767,"경기 남양주시 경춘로 470 1,2층
(지번) 다산동 3136-2",37.6097322548215,127.165341512708
24시더클래스동물메디컬센터,031-713-7975,"경기 성남시 분당구 성남대로 275 아데나팰리스 A동 1층 101-1호
(지번) 정자동 169-1",37.3608889010945,127.107614423966
24시딜라이트 동물의료센터,02-904-1004,"서울 도봉구 도봉로 578 2층 2호
(지번) 창동 715-1",37.6562940617336,127.039703171252
24시 동탄 이음동물의료센터,031-831-3513,"경기 화성시 동탄대로6길 15 1,2층
(지번) 산척동 555",,
24시와이즈동물메디컬센터,031-791-8253,"경기 하남시 덕풍동로 111-50 트윈렉스2 201, 202, 207, 208호
(지번) 덕풍동 742",37.5520531614544,127.208619847168
아토즈동물병원,031-8016-8206,"경기 성남시 분당구 판교역로 145 라스트리트 2동 2층 213호
(지번) 백현동 530",37.3944039022277,127.108352326702
24시메타동물의료센터,031-831-5508,"경기 화성시 동탄문화센터로 75 서해더블루 1층
(지번) 반송동 106-7",37.1999791743832,127.07352314933
24시 양주힐동물의료센터,031-859-8275,"경기 양주시 옥정동로7길 30 2층 201~203호
(지번) 옥정동 1036-7",37.8212077216177,127.097628622057
24시동탄시티동물의료센터,031-8003-7533,"경기 화성시 동탄지성로 126 정일프라자 2층 202호
(지번) 반송동 41-1",37.2093521112483,127.061808523412
24시고덕동물의료센터,1833-3339,"경기 평택시 고덕중앙로 218 2층 207~211호
(지번) 고덕동 1975-1",37.0478983616708,127.044963673866
강동24시 SKY동물의료센터,02-472-7579,"서울 강동구 천호대로 1122
(지번) 성내동 244-2",37.534338403756,127.135971214946
24시 모란동물메디컬센터 쌍령점,031-765-1100,"경기 광주시 경충대로 1448
(지번) 쌍령동 168-2",37.3994049270173,127.273674605954
24시핸즈동물의료센터,031-8077-2115,"경기 화성시 동탄대로 489 우성KTX타워 2층 201,202호
(지번) 오산동 969-3",37.1973592693437,127.098263708758
제일 종합동물병원,031-274-3575,"경기 용인시 기흥구 강남동로 15
(지번) 구갈동 589",37.2712362343969,127.129135147516
24시동탄윌동물의료센터,031-831-3531,"경기 화성시 동탄반석로 156 동탄하이페리온 1층
(지번) 반송동 93-9",37.2023254396035,127.071582654701
24시더파크동물의료센터,02-6949-2475,"서울 강동구 성내로 48 1층
(지번) 성내동 549-1",37.5284455288195,127.125357402766
동탄24시동물의료센터,031-613-7579,"경기 화성시 동탄지성로 2 206호
(지번) 반송동 90-9",37.2049707249848,127.073963149878
24시공감365동물의료센터,031-575-8275,"경기 남양주시 진접읍 해밀예당1로 220 2층 201,202호
(지번) 진접읍 금곡리 1042",37.7200885469666,127.202615761402
24시라움동물의료센터,031-692-5022,"경기 평택시 비전5로 20-24 더테라스 2층 207,208호
(지번) 비전동 1103-2",36.9988746499235,127.11416658254
스마일동물병원,031-633-7582,"경기 이천시 구만리로 177 다나빌딩 2층
(지번) 진리동 27-3",37.2732147423227,127.453036530996
24시나우동물메디컬센터,041-414-2676,"충남 천안시 서북구 불당22대로 79 강남타워 1~3층 101~105, 202, 203, 301, 302호
(지번) 불당동 1528",,
천안24시스카이동물메디컬센터,041-415-0975,"충남 천안시 서북구 동서대로 165 프라지움11차 2층
(지번) 성정동 1435",36.8258953445761,127.141736575656
아산아이윌24시동물메디컬센터,041-532-3332,"충남 아산시 온천대로 1676 충무빌딩 1층
(지번) 풍기동 485",36.7765047938386,127.023041616512
원주24시스카이동물메디컬센터,033-813-9975,"강원특별자치도 원주시 서원대로 502
(지번) 단구동 1599-6",37.3249569848727,127.95832152018
24시청주이음동물의료센터,043-715-3133,"충북 청주시 흥덕구 2순환로 1112 2층
(지번) 비하동 220-1",36.6353491792403,127.423066499357
24시청주나음동물메디컬,043-716-1275,"충북 청주시 상당구 1순환로 1233 1층
(지번) 용암동 1703",36.6070198696952,127.503083399093
24시성심동물메디컬센터,042-719-7566,"대전 유성구 계룡로 131 1, 2층
(지번) 봉명동 548-11",,
24시도안동물메디컬센터,042-710-1502,"대전 서구 계백로 1159 1층
(지번) 도안동 1789",36.3052367280206,127.351851429827
24시더원동물메디컬센터,042-623-8461,"대전 동구 계족로 510 1층
(지번) 용전동 43-1",36.3572446093926,127.433126707604
24시청주i동물메디컬센터,043-214-9975,"충북 청주시 청원구 충청대로 103
(지번) 율량동 1070",36.6658686964147,127.493092176959
24시 수동물메디컬센터,02-2676-7582,"서울 영등포구 영등포로 85-1
(지번) 양평동1가 28-3",37.5223142948445,126.891175635298
24시 범어동물의료센터,053-716-7585,"대구 수성구 달구벌대로 2354 1층
(지번) 수성동3가 10",35.8592190683425,128.619902024949
대구24시바른동물의료센터,053-571-0075,"대구 달서구 와룡로 142 2층
(지번) 감삼동 280-5",35.8453118001726,128.537558285349
24시노아동물메디컬센터,062-222-0075,"광주 동구 독립로 292
(지번) 대인동 320-1",35.156799777373,126.913132928624
24시알파동물메디컬센터,053-572-7585,"대구 서구 서대구로 15
(지번) 내당동 469-1",35.8592147371181,128.556462052859
대구24시 라이프동물의료센터,053-567-2475,"대구 달서구 달구벌대로 1601 1층
(지번) 감삼동 69-1",35.8521949677342,128.54165955942
봉선아이24시동물메디컬센터,062-412-7500,"광주 남구 봉선로 77
(지번) 봉선동 1156-9",35.1266983519612,126.905785307338
M수성메트로동물병원,053-755-8355,"대구 수성구 국채보상로 1006
(지번) 만촌동 950-1",35.8656550175718,128.640351987292
24시스카이동물메디컬센터,062-719-4275,"광주 서구 상무대로 879 두왕빌딩 3~5층
(지번) 쌍촌동 970-13",35.1506914313782,126.858121320485
굿모닝동물병원,062-573-7171,"광주 북구 설죽로 305
(지번) 용봉동 476-1",35.1869235941326,126.897880219205
24시포항이음동물의료센터,054-612-2475,"경북 포항시 남구 효성로93번길 4 1층
(지번) 효자동 587",36.0062716118821,129.344124372912
24시리본동물의료센터,051-711-0006,"부산 동래구 충렬대로 194 동림빌딩 2층
(지번) 명륜동 506-13",35.2029160360188,129.080986296242
아이파크동물병원,055-222-2475,"경남 창원시 마산합포구 해안대로 49 2층
(지번) 해운동 67-9",35.181323492503,128.56371060779
24시더휴동물의료센터,051-513-6060,"부산 동래구 온천장로 20 신화타워아파트 상가 1층 101-1호
(지번) 온천동 456-29",35.2139908304623,129.079533969472
24시센텀동물메디컬센터 연산점,051-711-8253,"부산 연제구 중앙대로 1084 1~3층
(지번) 연산동 702-10",,
24시연산동물의료센터,051-791-0175,"부산 연제구 연수로 135 1층
(지번) 연산동 1953-1",35.1749521572262,129.085557849761
코알라동물병원,,"경남 창원시 마산회원구 회원동15길 11
(지번) 회원1동 50-5",35.2195881516467,128.571310528875
24시 UN동물의료센터,051-624-2475,"부산 남구 수영로 221
(지번) 대연동 1745-9",35.1353418138833,129.090752168468
24시더나은동물메디컬센터,055-716-1175,"경남 거제시 동문천로 47
(지번) 고현동 203-1",34.8829887578296,128.625276419407
펫츠올동물병원 마산점,055-240-5800,"경남 창원시 마산합포구 어시장8길 5 롯데백화점 별관주차장 1층 입구
(지번) 신포동2가 28-4",35.2007884905473,128.57390030824
부산종합동물병원,051-817-4626,"부산 부산진구 중앙대로 867 오성빌딩 2층
(지번) 양정동 519-16",35.1685762058663,129.066795055678
만덕동물병원,051-337-0075,"부산 북구 덕천로 227
(지번) 만덕동 916-7",35.2108075260959,129.028963375782
24시똑똑똑동물메디컬센터,064-749-7585,"제주특별자치도 제주시 도령로 129 1층
(지번) 연동 2333-8",33.4930168452,126.490745267776
해운대24시동물의료원,051-702-7581,"부산 해운대구 양운로 45 베르나움 1층
(지번) 좌동 1476-1",35.16737568579,129.176777393347
24시연동물의료센터,02-2605-7553,"서울 강서구 화곡로 191 1층
(지번) 화곡동 1060-30",37.5429376140488,126.842277124123
부천SKY동물메디컬센터,032-323-7579,"경기 부천시 길주로 234 힐스에비뉴 2007호
(지번) 중동 1301",,
일산동물의료원,031-924-7582,"경기 고양시 일산서구 대화로 407
(지번) 대화동 2038",37.6824301101799,126.753829437962
24시명동물메디컬센터,02-2619-5102,"서울 구로구 남부순환로 775 개봉푸르지오상가 105동 201,202호
(지번) 개봉동 492",37.5015678689641,126.847162335199
올케어동물영상센터,02-3665-7579,"서울 강서구 공항대로 335
(지번) 등촌동 664-1",37.5582028449804,126.844922731223
솔동물의료센터,031-345-4500,"경기 군포시 고산로 529 산본9단지 금강2차 주상복합상가 1층 114호
(지번) 산본동 1147",37.360244370491,126.922525897672
한가람동물의료센터,02-844-7775,"서울 영등포구 도신로 252 1층
(지번) 신길동 100-12",37.5134319983733,126.918545845984
안양본동물의료센터,031-396-8275,"경기 안양시 동안구 시민대로 370
(지번) 관양동 900-9",37.3955041938435,126.971410025215
VIP동물의료센터 서초점,02-525-3102,"서울 서초구 동작대로 36 대광빌딩 1, 2층
(지번) 방배동 442-3",37.4796728844738,126.982192080031
VIP동물의료센터 청담점,02-511-7522,"서울 강남구 삼성로133길 7 베디베로스퀘어 2~4층
(지번) 청담동 46",37.519470972616,127.048984824212
VIP동물의료센터 성북점,02-953-0075,"서울 성북구 동소문로 73 시티플레이스 지하 1층~2층
(지번) 동소문동6가 3-1",37.5922964697932,127.013412557348
본동물의료센터,031-248-8275,"경기 수원시 장안구 송정로 114
(지번) 조원동 675-2",37.2953715740365,127.009803850691
N동물의료센터 노원점,02-919-0075,"서울 노원구 노원로 408
(지번) 상계동 318-2",37.6531288920405,127.068130545833
리베동물메디컬센터,02-6953-7502,"서울 송파구 삼전로 56 1~4층
(지번) 삼전동 28-2",,
N동물의료센터 강북점,02-984-0075,"서울 성북구 삼양로4길 3
(지번) 길음2동 1163",37.6058166083792,127.024368375123
VIP동물의료센터 동대문점,02-2215-7522,"서울 동대문구 한천로14길 87 1층 101호
(지번) 장안동 376-3",37.5663466639111,127.067559393169
잠실온동물의료센터,02-418-0724,"서울 송파구 올림픽로 76 J타워 1,2층
(지번) 잠실동 175-6",37.5115603565131,127.079181383259
로얄동물메디컬센터 강동,02-457-0075,"서울 강동구 천호대로 1171 1~3층
(지번) 길동 236-7",,
잠실베스트동물메디컬센터,02-2203-7975,"서울 송파구 삼학사로 88 1,2층
(지번) 석촌동 2-9",,
VIP반려동물암센터,02-511-7522,"서울 강남구 삼성로133길 7 베디베로스퀘어 2층
(지번) 청담동 46",37.519470972616,127.048984824212
24시간 대전동물메디컬센터 숲,042-826-7584,"대전 유성구 한밭대로492번길 16-8
(지번) 봉명동 664-3",36.3592262109393,127.352718887548
본동물메디컬센터 24시수성점,053-634-7582,"대구 수성구 달구벌대로 2545 1층
(지번) 만촌동 1036-4",35.859425908239,128.641130121655
박순석 동물메디컬센터,053-657-0959,"대구 남구 대명로 72 더원빌딩 2층
(지번) 대명동 1057",35.8389682220673,128.565568422538
공감동물메디컬센터,062-716-2979,"광주 광산구 장신로 72 2층
(지번) 장덕동 1658",35.1905054665039,126.818017760004
유니온동물의료센터,053-762-8899,"대구 수성구 청수로 135
(지번) 황금동 848-1",35.8403359200991,128.623145657705
에스동물메디컬센터 울산점,052-707-2475,"울산 남구 삼산로 160
(지번) 달동 116-2",35.5364727511598,129.324878757291
부산동물메디컬센터,051-868-7591,"부산 연제구 거제대로 278 1층 부산동물메디컬센터
(지번) 거제1동 2-7",35.1908317846189,129.077962837972
센텀동물메디컬센터 수영점,051-746-7582,"부산 수영구 연수로 407-1 2,3층
(지번) 수영동 450-11",35.1684317279233,129.11400594175
놀로스퀘어,1644-8590,"서울 강남구 삼성로133길 7 1~7층
(지번) 청담동 46",,
