hospital_name,hospital_number,hospital_addr,latitude,longitude
24시 인천동물병원 치료해주오,032-432-1432,"인천 남동구 논현로46번길 22
(지번) 논현동 637",37.40145862,126.7103997
고덕24시동물병원,02-6227-8275,"서울 강동구 동남로 877 106호
(지번) 명일동 48-17",37.5520152,127.155802
24시쎈텀동물병원,031-992-8275,경기 김포시 고촌읍 수기로 109 캐슬힐,,
작전24동물병원,032-544-0075,"인천 계양구 장제로694번길 3
(지번) 작전동 925-1",37.52979462,126.7340218
24시더원동물병원,032-569-6677,"인천 서구 발산로 41 4층 401~407호
(지번) 원당동",37.59299096,126.7120122
24시행당종합동물병원,02-3395-7975,"서울 성동구 고산자로 207
(지번) 행당동 318-36",37.5586754,127.0337365
24시다나을동물병원 미사점,031-8027-0975,"경기 하남시 미사강변동로 100-1 2층
(지번) 망월동 1125",37.56396126,127.1936001
펫앤유 24시 동물병원,031-962-8274,"경기 고양시 덕양구 통일로 1128
(지번) 내유동 431-9",37.71500513,126.8514345
파주24시동물병원,031-944-5575,"경기 파주시 교하로 87
(지번) 목동동 941-1",37.72763516,126.7339276
24시큰사랑동물병원,031-8011-3690,"경기 이천시 중리천로 135 미래캐슬 2동 1층
(지번) 중리동 468-24",37.27531606,127.4496764
굿모닝24시동물병원,041-576-7552,"충남 천안시 서북구 쌍용대로 43
(지번) 쌍용1동 1177",36.80132762,127.1313321
제천종합동물병원,043-652-0075,충청북도 제천시 의림대로 182-1,37.14155046,128.2121802
청주24시 동물병원,043-267-4119,"충북 청주시 서원구 사직대로 256
(지번) 사직동 597-35",36.63525381,127.4758853
마크로24시동물병원,042-486-3375,"대전 서구 한밭대로570번길 8
(지번) 월평동 429",36.3579845,127.3618155
24시청주아이동물병원,043-214-9975,"충북 청주시 청원구 충청대로 103
(지번) 율량동 1070",36.6658687,127.4930922
대전24시 센트럴동물병원,042-719-7779,"대전 중구 계룡로 789 1층
(지번) 용두동 119-6",36.32903508,127.4050284
군산24시제일동물병원,063-461-5079,"전북 군산시 진포로 73
(지번) 미장동 495-6",35.96623523,126.7295557
24시보듬동물병원,033-655-7975,"강원특별자치도 강릉시 경강로 2070
(지번) 임당동 134-6",37.75323198,128.8940476
다온동물병원,031-689-5975,"경기 안양시 동안구 평촌대로 124 범계빌딩 1층
(지번) 평촌동 922-1",37.38349543,126.9606771
24시블루밍동물병원,062-416-7975,광주 북구 대자로 36 MVG빌딩 3층,,
대구24시동물병원,053-352-8277,"대구 북구 침산남로 61
(지번) 노원동1가 1-8",35.88984146,128.582499
24시프라임동물병원,053-631-9966,"대구 달서구 비슬로 2746
(지번) 대곡동 964",35.81030584,128.515298
24시언제나동물병원,062-571-0011,"광주 북구 하백로 5
(지번) 매곡동 370-6",35.18812797,126.8905333
이스턴24시동물병원,053-964-0750,"대구 동구 반야월로 140
(지번) 신기동 179-5",35.87275223,128.7037731
24시팔용필동물병원,055-255-1275,"경남 창원시 의창구 평산로 102 1층
(지번) 팔용동 42-36",35.2521585,128.6199695
닥터강 동물병원,052-246-3123,"울산 중구 화진길 13-2 1층
(지번) 태화동 37-7",35.55484777,129.3086065
24시중리행복한동물병원,055-231-7555,"경남 창원시 마산회원구 내서읍 호원로 191
(지번) 내서읍 중리 385-3",35.25060336,128.52116
24시동물병원,064-702-2475,"제주특별자치도 제주시 연삼로 353
(지번) 도남동 81-7",33.49271794,126.5300328
금천24시K동물의료센터,02-808-2475,"서울 금천구 시흥대로 251 도일산호시티빌 1층 105호
(지번) 시흥동 999-1",37.45609724,126.8995704
24시굿케어동물의료센터,02-6956-2475,"서울 관악구 남부순환로 1861 1층 103호
(지번) 봉천동 1673-21",37.48000009,126.9568669
24시지구촌동물메디컬센터,02-869-7582,"서울 구로구 구로중앙로31길 30 유성빌딩
(지번) 구로동 505-17",37.49878906,126.8847856
24시온누리동물메디컬센터,031-487-7500,"경기 안산시 단원구 광덕대로 251 1층
(지번) 고잔동 525-1",37.31915777,126.8298783
24시우리들동물메디컬센터,02-2642-7588,"서울 양천구 신월로 355 더넥스트목동 1,2층
(지번) 신정동 982-4",37.52225248,126.8604862
스마트동물병원 신사본점,02-549-0275,"서울 강남구 도산대로 213 신동화빌딩
(지번) 신사동 587-13",37.52069647,127.0299892
24시월드펫동물메디컬센터,02-2698-7582,"서울 양천구 신월로 208
(지번) 신월동 602-1",37.52053213,126.845381
24시샤인동물메디컬센터,02-2088-7775,"서울 송파구 오금로 147 JS빌딩
(지번) 방이동 108-7",37.51082963,127.1115625
24시 웰니스동물의료센터,032-201-7575,"경기 부천시 부흥로303번길 62 그린프라자 2층
(지번) 중동 1128",37.49734229,126.7759624
신풍동물병원,02-835-7572,"서울 영등포구 신길로 70
(지번) 신길동 3611",37.49868392,126.9086036
24시이지동물의료센터,032-348-7975,"경기 부천시 부일로 712 조양시티프라자 202호
(지번) 역곡동 49-5",37.48483404,126.8089164
OK동물병원,02-569-7582,"서울 강남구 도곡로51길 4 1층
(지번) 역삼동 766-20",37.49556174,127.0498174
24시해든동물메디컬센터,032-715-7579,"경기 부천시 신흥로 190 위브더스테이트 1단지 상가 2층 213-216호
(지번) 중동 1106",37.50126977,126.7772505
수원24시바른동물의료센터,031-291-2475,"경기 수원시 권선구 금곡로 213 딜라이트타워 2층
(지번) 금곡동 1114",37.27485129,126.9536438
24시당신의동물의료센터,031-268-6575,"경기 수원시 장안구 천천로 100 시네마타워 1층 104, 202호
(지번) 천천동 516",37.30062503,126.9839976
24시SNC동물메디컬센터,02-562-7582,"서울 강남구 논현로 416 운기빌딩 1층
(지번) 역삼동 727-8",37.4974084,127.038878
24시아프리카동물메디컬센터,02-3663-7975,"서울 강서구 공항대로 335 경왕빌딩
(지번) 등촌동 664-1",37.55820284,126.8449227
24시부평종합동물의료센터,032-511-6836,"인천 부평구 부평대로 138 신일유스테이션 2층
(지번) 부평동 431-12",37.50378144,126.7220001
24시i동물메디컬센터,032-677-5262,"경기 부천시 소사로 779
(지번) 원종동 229-8",37.52567419,126.8045569
24시 스마트 동물의료센터,031-432-1224,"경기 시흥시 배곧3로 86 센터프라자2 2층 207,208호
(지번) 정왕동 2513-1",37.37026025,126.7293864
24시타임즈동물의료센터,031-232-3500,경기 수원시 팔달구 경수대로 486 타임즈동물의료센터,,
인천24시스카이동물메디컬센터,032-715-7959,"인천 남동구 남동대로799번길 8 구월지웰시티푸르지오 오피스텔 C동 3층 301호
(지번) 구월동 1608",37.45405923,126.707707
24시 스마트동물메디컬센터,02-387-7582,"서울 은평구 은평로 93 1층
(지번) 응암동 91-5",37.59978536,126.9181268
24시센트럴동물의료센터,031-432-2475,"경기 시흥시 정왕대로 174 광개토빌딩 110,203호
(지번) 정왕동 1726-1",37.34813588,126.7334879
24시사람앤동물메디컬센터,031-262-0306,경기 용인시 수지구 수지로 124 성북스퀘어,,
용인죽전24시스카이동물메디컬센터,031-546-5975,"경기 용인시 수지구 용구대로 2748
(지번) 죽전동 899-8",37.33086487,127.109307
세인트동물병원,02-2695-0072,"서울 강서구 강서로 36 1층
(지번) 화곡동 342-57",37.53117855,126.8473958
24시 신도림S동물의료센터,02-6949-3575,"서울 구로구 경인로 619-3 상가 201호
(지번) 신도림동 435-10",37.50688385,126.8840367
24시SD동물의료센터,02-2039-0303,"서울 중구 왕십리로 407 신당파인힐하나유보라아파트 상가 2층 3~5호
(지번) 신당동 855",37.56478,127.02471
흑석동물병원,02-822-0275,"서울 동작구 현충로 92
(지번) 흑석동 6-5",37.50806957,126.9640115
권앤정 24시 수원동물메디컬 센터,031-202-0119,"경기 수원시 영통구 덕영대로 1509
(지번) 영통동 979-4",37.24614164,127.0559571
분당24시동물의료센터,031-605-5119,"경기 성남시 분당구 야탑로 24 분당빌딩 101호
(지번) 야탑동 537-2",37.40857064,127.1216148
봉담우리애동물병원,031-293-0075,"경기 화성시 봉담읍 동화새터길 5
(지번) 봉담읍 동화리 420-1",37.22335501,126.952797
24시퍼스트동물의료센터,032-435-6333,"인천 미추홀구 경원대로 890 1층 101호
(지번) 주안동 929-16",37.46215949,126.6902375
페토피아동물병원,02-414-0075,"서울 송파구 오금로 203
(지번) 방이동 124-8",37.50814217,127.1166285
24시위드유동물의료센터,031-318-4975,"경기 시흥시 은계번영길 1 2층
(지번) 은행동 646",37.4365607,126.8016086
24시더클래스동물메디컬센터,031-713-7975,"경기 성남시 분당구 성남대로 275 아데나팰리스 A동 1층 101-1호
(지번) 정자동 169-1",37.3608889,127.1076144
24시 스탠다드동물의료센터,02-448-6400,"서울 송파구 위례송파로 77 우성어반타워 3층 303~307호
(지번) 거여동 605-4",37.48544292,127.142453
24시 강서젠틀리동물의료센터,02-2662-8111,"서울 강서구 마곡중앙1로 72 엠타워 101호
(지번) 마곡동 730-328",37.55904001,126.8200632
24시포인트동물의료센터,032-882-8275,"인천 미추홀구 낙섬중로 78
(지번) 용현동 577-42",37.45451371,126.6399972
24시쓰담쓰담동물메디컬센터,031-548-4480,"경기 용인시 기흥구 중부대로 364 2동 2층
(지번) 신갈동 69-8",37.27125211,127.107475
24시더힐동물센터,02-792-8275,"서울 용산구 독서당로 81-1
(지번) 한남동 29-7",37.53462533,127.0095647
아토즈동물병원,031-8016-8206,"경기 성남시 분당구 판교역로 145 라스트리트 2동 2층 213호
(지번) 백현동 530",37.3944039,127.1083523
24시 루시드동물메디컬센터,02-941-7900,"서울 강북구 월계로 3 덕신빌디 4층
(지번) 미아동 42-11",37.60958992,127.0306828
24시블레스동물메디컬센터,031-546-0942,"경기 용인시 기흥구 동백3로11번길 9 동백시티빌 2층 201호
(지번) 중동 851-2",37.26968181,127.1529214
24시치유동물의료센터,02-6964-8276,"서울 은평구 은평로 213 동원빌딩 1층
(지번) 녹번동 215",37.60143562,126.931437
푸른동물종합병원,02-963-7582,"서울 동대문구 홍릉로 48-1
(지번) 청량리동 359",37.58459156,127.0440641
24시송도힐동물메디컬센터,032-834-7275,"인천 연수구 컨벤시아대로 55 송도이안상가 106~108호
(지번) 송도동 2-3",37.39661133,126.6518969
24시동탄시티동물의료센터,031-8003-7533,"경기 화성시 동탄지성로 126 정일프라자 2층 202호
(지번) 반송동 41-1",37.20935211,127.0618085
제일 종합동물병원,031-274-3575,"경기 용인시 기흥구 강남동로 15
(지번) 구갈동 589",37.27123623,127.1291351
24시라인동물의료센터,02-381-2475,"경기 고양시 덕양구 동송로 70 힐스테이트삼송역 상가2층 227-231호
(지번) 삼송동 291",37.65267981,126.8961131
24시송도오케이동물의료센터,032-832-7975,"인천 연수구 랜드마크로 68 랜드마크시티센트럴더샵 203동 2층 261~265호
(지번) 송도동 311-1",37.41511724,126.6182221
24시메타동물의료센터,031-831-5508,"경기 화성시 동탄문화센터로 75 서해더블루 1층
(지번) 반송동 106-7",37.19997917,127.0735231
강동24시 SKY동물의료센터,02-472-7579,"서울 강동구 천호대로 1122
(지번) 성내동 244-2",37.5343384,127.1359712
24시더파크동물의료센터,02-6949-2475,"서울 강동구 성내로 48 1층
(지번) 성내동 549-1",37.52844553,127.1253574
24시쪼꼬동물메디컬센터,032-565-2943,"인천 서구 청중로478번안길 4 2층
(지번) 가정동 606-2",37.52933927,126.6650102
24시송도온동물의료센터,0507-1472-7591,"인천 연수구 인천타워대로180번길 11 더샵송도센트럴파크3차 상가 B동 2층 213호
(지번) 송도동 92",37.38962069,126.638324
24시더케어동물의료센터,031-516-8585,"경기 구리시 경춘로 294 대신타워 1~3층
(지번) 수택동 561-2",37.60332974,127.1473157
24시동탄윌동물의료센터,031-831-3531,"경기 화성시 동탄반석로 156 동탄하이페리온 1층
(지번) 반송동 93-9",37.20232544,127.0715827
동탄24시동물의료센터,031-613-7579,"경기 화성시 동탄지성로 2 206호
(지번) 반송동 90-9",37.20497072,127.0739631
24시핸즈동물의료센터,031-8077-2115,"경기 화성시 동탄대로 489 우성KTX타워 2층 201,202호
(지번) 오산동 969-3",37.19735927,127.0982637
24시 동탄 이음동물의료센터,031-831-3513,경기 화성시 동탄대로6길 15 ,,
24시와이즈동물메디컬센터,031-791-8253,"경기 하남시 덕풍동로 111-50 트윈렉스2 201, 202, 207, 208호
(지번) 덕풍동 742",37.55205316,127.2086198
청라공감동물병원,032-563-0094,인천 서구 중봉대로586번길 22 청라 풍림엑슬루타워 B동,,
24시 모란동물메디컬센터 쌍령점,031-765-1100,"경기 광주시 경충대로 1448
(지번) 쌍령동 168-2",37.39940493,127.2736746
24시딜라이트 동물의료센터,02-904-1004,"서울 도봉구 도봉로 578 2층 2호
(지번) 창동 715-1",37.65629406,127.0397032
24시하랑동물의료센터,031-522-6767,"경기 남양주시 경춘로 470 1,2층
(지번) 다산동 3136-2",37.60973225,127.1653415
24시위드힐동물메디컬센터,031-523-3256,"경기 남양주시 두물로11번길 42 2층
(지번) 별내동 931",37.65823066,127.1250683
화이트동물병원,032-561-7582,"인천 서구 서곶로 866
(지번) 마전동 1056-6",37.59423761,126.6746796
24시일산나음동물의료센터,0507-1492-7975,"경기 고양시 일산동구 백마로 223 현대에뜨레보 1층 103-1호
(지번) 장항동 852",37.65504444,126.7744777
24시일산우리동물의료센터,031-913-5550,"경기 고양시 일산서구 중앙로 1455 대우시티프라자 1층
(지번) 주엽동 115",37.67090741,126.7585303
김포메디엘동물병원,031-985-7075,"경기 김포시 김포한강4로 521 한강메디플라자 201호
(지번) 구래동 6880-5",37.64584159,126.6261073
김포24시힐동물의료센터,031-987-7585,"경기 김포시 김포한강2로 11 수정마을쌍용예가아파트 113동 상가 1,2층
(지번) 장기동 2004-4",37.64261427,126.6792959
24시고덕동물의료센터,1833-3339,"경기 평택시 고덕중앙로 218 2층 207~211호
(지번) 고덕동 1975-1",37.04789836,127.0449637
의정부24시 해든동물의료센터,031-851-7007,"경기 의정부시 천보로 68 2층 201호
(지번) 민락동 805",37.74548009,127.094119
스마일동물병원,031-633-7582,"경기 이천시 구만리로 177 다나빌딩 2층
(지번) 진리동 27-3",37.27321474,127.4530365
24시 양주힐동물의료센터,031-859-8275,"경기 양주시 옥정동로7길 30 2층 201~203호
(지번) 옥정동 1036-7",37.82120772,127.0976286
24시라움동물의료센터,031-692-5022,"경기 평택시 비전5로 20-24 더테라스 2층 207,208호
(지번) 비전동 1103-2",36.99887465,127.1141666
24시공감365동물의료센터,031-575-8275,"경기 남양주시 진접읍 해밀예당1로 220 2층 201,202호
(지번) 진접읍 금곡리 1042",37.72008855,127.2026158
천안24시스카이동물메디컬센터,041-415-0975,"충남 천안시 서북구 동서대로 165 프라지움11차 2층
(지번) 성정동 1435",36.82589534,127.1417366
24시나우동물메디컬센터,041-414-2676,충남 천안시 서북구 불당22대로 79 강남타워,,
아산아이윌24시동물메디컬센터,041-532-3332,"충남 아산시 온천대로 1676 충무빌딩 1층
(지번) 풍기동 485",36.77650479,127.0230416
원주24시스카이동물메디컬센터,033-813-9975,"강원특별자치도 원주시 서원대로 502
(지번) 단구동 1599-6",37.32495698,127.9583215
24시청주이음동물의료센터,043-715-3133,"충북 청주시 흥덕구 2순환로 1112 2층
(지번) 비하동 220-1",36.63534918,127.4230665
24시성심동물메디컬센터,042-719-7566,대전 유성구 계룡로 131,,
24시청주나음동물메디컬,043-716-1275,"충북 청주시 상당구 1순환로 1233 1층
(지번) 용암동 1703",36.60701987,127.5030834
24시도안동물메디컬센터,042-710-1502,"대전 서구 계백로 1159 1층
(지번) 도안동 1789",36.30523673,127.3518514
24시더원동물메디컬센터,042-623-8461,"대전 동구 계족로 510 1층
(지번) 용전동 43-1",36.35724461,127.4331267
24시청주i동물메디컬센터,043-214-9975,"충북 청주시 청원구 충청대로 103
(지번) 율량동 1070",36.6658687,127.4930922
24시 수동물메디컬센터,02-2676-7582,"서울 영등포구 영등포로 85-1
(지번) 양평동1가 28-3",37.52231429,126.8911756
24시 범어동물의료센터,053-716-7585,"대구 수성구 달구벌대로 2354 1층
(지번) 수성동3가 10",35.85921907,128.619902
대구24시바른동물의료센터,053-571-0075,"대구 달서구 와룡로 142 2층
(지번) 감삼동 280-5",35.8453118,128.5375583
안양본동물의료센터,031-396-8275,"경기 안양시 동안구 시민대로 370
(지번) 관양동 900-9",37.39550419,126.97141
24시알파동물메디컬센터,053-572-7585,"대구 서구 서대구로 15
(지번) 내당동 469-1",35.85921474,128.5564621
24시노아동물메디컬센터,062-222-0075,"광주 동구 독립로 292
(지번) 대인동 320-1",35.15679978,126.9131329
대구24시 라이프동물의료센터,053-567-2475,"대구 달서구 달구벌대로 1601 1층
(지번) 감삼동 69-1",35.85219497,128.5416596
봉선아이24시동물메디컬센터,062-412-7500,"광주 남구 봉선로 77
(지번) 봉선동 1156-9",35.12669835,126.9057853
M수성메트로동물병원,053-755-8355,"대구 수성구 국채보상로 1006
(지번) 만촌동 950-1",35.86565502,128.640352
솔동물의료센터,031-345-4500,"경기 군포시 고산로 529 산본9단지 금강2차 주상복합상가 1층 114호
(지번) 산본동 1147",37.36024437,126.9225259
24시스카이동물메디컬센터,062-719-4275,"광주 서구 상무대로 879 두왕빌딩 3~5층
(지번) 쌍촌동 970-13",35.15069143,126.8581213
굿모닝동물병원,062-573-7171,"광주 북구 설죽로 305
(지번) 용봉동 476-1",35.18692359,126.8978802
24시포항이음동물의료센터,054-612-2475,"경북 포항시 남구 효성로93번길 4 1층
(지번) 효자동 587",36.00627161,129.3441244
24시리본동물의료센터,051-711-0006,"부산 동래구 충렬대로 194 동림빌딩 2층
(지번) 명륜동 506-13",35.20291604,129.0809863
24시더휴동물의료센터,051-513-6060,"부산 동래구 온천장로 20 신화타워아파트 상가 1층 101-1호
(지번) 온천동 456-29",35.21399083,129.079534
아이파크동물병원,055-222-2475,"경남 창원시 마산합포구 해안대로 49 2층
(지번) 해운동 67-9",35.18132349,128.5637106
24시센텀동물메디컬센터 연산점,051-711-8253,부산 연제구 중앙대로 1084,,
24시연산동물의료센터,051-791-0175,"부산 연제구 연수로 135 1층
(지번) 연산동 1953-1",35.17495216,129.0855578
24시 UN동물의료센터,051-624-2475,"부산 남구 수영로 221
(지번) 대연동 1745-9",35.13534181,129.0907522
펫츠올동물병원 마산점,055-240-5800,"경남 창원시 마산합포구 어시장8길 5 롯데백화점 별관주차장 1층 입구
(지번) 신포동2가 28-4",35.20078849,128.5739003
부산종합동물병원,051-817-4626,"부산 부산진구 중앙대로 867 오성빌딩 2층
(지번) 양정동 519-16",35.16857621,129.0667951
24시더나은동물메디컬센터,055-716-1175,"경남 거제시 동문천로 47
(지번) 고현동 203-1",34.88298876,128.6252764
만덕동물병원,051-337-0075,"부산 북구 덕천로 227
(지번) 만덕동 916-7",35.21080753,129.0289634
해운대24시동물의료원,051-702-7581,"부산 해운대구 양운로 45 베르나움 1층
(지번) 좌동 1476-1",35.16737569,129.1767774
24시똑똑똑동물메디컬센터,064-749-7585,"제주특별자치도 제주시 도령로 129 1층
(지번) 연동 2333-8",33.49301685,126.4907453
VIP동물의료센터 서초점,02-525-3102,"서울 서초구 동작대로 36 대광빌딩 1, 2층
(지번) 방배동 442-3",37.47967288,126.9821921
VIP동물의료센터 청담점,02-511-7522,"서울 강남구 삼성로133길 7 베디베로스퀘어 2~4층
(지번) 청담동 46",37.51947097,127.0489848
본동물의료센터,031-248-8275,"경기 수원시 장안구 송정로 114
(지번) 조원동 675-2",37.29537157,127.0098039
24시연동물의료센터,02-2605-7553,"서울 강서구 화곡로 191 1층
(지번) 화곡동 1060-30",37.54293761,126.8422771
리베동물메디컬센터,02-6953-7502,서울 송파구 삼전로 56 ,,
VIP동물의료센터 성북점,02-953-0075,"서울 성북구 동소문로 73 시티플레이스 지하 1층~2층
(지번) 동소문동6가 3-1",37.59229647,127.0134126
VIP동물의료센터 동대문점,02-2215-7522,"서울 동대문구 한천로14길 87 1층 101호
(지번) 장안동 376-3",37.56634666,127.0675594
한가람동물의료센터,02-844-7775,"서울 영등포구 도신로 252 1층
(지번) 신길동 100-12",37.513432,126.9185458
잠실베스트동물메디컬센터,02-2203-7975,서울 송파구 삼학사로 88,,
잠실온동물의료센터,02-418-0724,"서울 송파구 올림픽로 76 J타워 1,2층
(지번) 잠실동 175-6",37.51156036,127.0791814
24시명동물메디컬센터,02-2619-5102,"서울 구로구 남부순환로 775 개봉푸르지오상가 105동 201,202호
(지번) 개봉동 492",37.50156787,126.8471623
부천SKY동물메디컬센터,032-323-7579,경기 부천시 길주로 234 힐스에비뉴,,
로얄동물메디컬센터 강동,02-457-0075,서울 강동구 천호대로 1171,,
N동물의료센터 강북점,02-984-0075,"서울 성북구 삼양로4길 3
(지번) 길음2동 1163",37.60581661,127.0243684
올케어동물영상센터,02-3665-7579,"서울 강서구 공항대로 335
(지번) 등촌동 664-1",37.55820284,126.8449227
N동물의료센터 노원점,02-919-0075,"서울 노원구 노원로 408
(지번) 상계동 318-2",37.65312889,127.0681305
VIP반려동물암센터,02-511-7522,"서울 강남구 삼성로133길 7 베디베로스퀘어 2층
(지번) 청담동 46",37.51947097,127.0489848
일산동물의료원,031-924-7582,"경기 고양시 일산서구 대화로 407
(지번) 대화동 2038",37.68243011,126.7538294
24시간 대전동물메디컬센터 숲,042-826-7584,"대전 유성구 한밭대로492번길 16-8
(지번) 봉명동 664-3",36.35922621,127.3527189
본동물메디컬센터 24시수성점,053-634-7582,"대구 수성구 달구벌대로 2545 1층
(지번) 만촌동 1036-4",35.85942591,128.6411301
박순석 동물메디컬센터,053-657-0959,"대구 남구 대명로 72 더원빌딩 2층
(지번) 대명동 1057",35.83896822,128.5655684
공감동물메디컬센터,062-716-2979,"광주 광산구 장신로 72 2층
(지번) 장덕동 1658",35.19050547,126.8180178
유니온동물의료센터,053-762-8899,"대구 수성구 청수로 135
(지번) 황금동 848-1",35.84033592,128.6231457
에스동물메디컬센터 울산점,052-707-2475,"울산 남구 삼산로 160
(지번) 달동 116-2",35.53647275,129.3248788
부산동물메디컬센터,051-868-7591,"부산 연제구 거제대로 278 1층 부산동물메디컬센터
(지번) 거제1동 2-7",35.19083178,129.0779628
센텀동물메디컬센터 수영점,051-746-7582,"부산 수영구 연수로 407-1 2,3층
(지번) 수영동 450-11",35.16843173,129.1140059
놀로스퀘어,1644-8590,서울 강남구 삼성로133길 7,,
